date,Strategy Return,BITW Buy&Hold
2020-12-11,-0.04469831625276835,0.05556979733891643
2020-12-14,-0.0036600590516430403,0.4408670342970402
2020-12-15,0.0038773649684758667,0.3095973720484162
2020-12-16,0.04221849875884886,0.5339428132258606
2020-12-17,-0.005887050398497398,-0.4019463403194212
2020-12-18,0.03764087281072423,-0.29747901447072955
2020-12-21,-0.044098429154053875,0.2013943810118537
2020-12-22,0.01605605392172625,0.0939318129830955
2020-12-23,-0.11277538864583284,-0.11160606488087765
2020-12-24,0.06377861385207104,-0.1283811666482073
2020-12-28,0.05060447693131282,0.013470478917187556
2020-12-28,0.04416908301816096,0.013470478917187556
2020-12-29,-0.029847975052677226,-0.08442221488947155
2020-12-29,-0.22343946358064487,-0.08442221488947155
2020-12-30,-0.014053901696612133,-0.060624621816435464
2020-12-30,0.20550149223627812,-0.060624621816435464
2020-12-31,0.018349328552948203,-0.05805956514669308
2020-12-31,0.2268512717122243,-0.05805956514669308
2021-01-04,0.01219696777193106,-0.13810742747841953
2021-01-05,0.06509889678217935,-0.15494312361560514
2021-01-06,0.15567557022951412,0.24279385307112555
2021-01-07,0.014476935554365392,0.15076196165699596
2021-01-08,-0.012985254915273359,0.14636521322570317
2021-01-11,-0.14983422256473222,-0.1400207929567383
2021-01-12,-0.018378774401501076,0.011834503060066837
2021-01-13,0.07250345779723648,-0.04051562215930016
2021-01-14,0.0546401398418741,-0.017767968169052573
2021-01-15,-0.05999638800109045,-0.06272154247699024
2021-01-19,0.026156771935430236,0.0049668850281809895
2021-01-20,-0.007914280486014391,-0.04388887444770617
2021-01-21,-0.19101837216642004,-0.1356290368135289
2021-01-22,0.11450938597533078,0.046340367414412054
2021-01-25,-0.04080061964563253,-0.058268908123976004
2021-01-26,0.027903922327292108,-0.04082199452025481
2021-01-27,-0.10268482158615702,-0.04648034054285999
2021-01-28,0.06340491331204046,0.10906379698398316
2021-01-29,0.013264452279777869,0.07354871788345685
2021-02-01,0.02353057443984669,-0.04176941287629532
2021-02-02,0.056138532864272395,0.15509807341253623
2021-02-03,0.04704233358774456,0.06291382692098146
2021-02-04,0.017516843714118546,-0.026256287427036007
2021-02-05,0.12516218040249266,0.011668743557357253
2021-02-08,0.03935773983151347,0.08945740091762033
2021-02-09,0.06689242808394445,0.03897595070876747
2021-02-10,0.01657468387752127,-0.034600738168884426
2021-02-11,0.0902092596481059,0.05466737125879195
2021-02-12,0.06064340770798832,-0.011802675063268708
2021-02-16,0.008018941586186934,0.05294463791944626
2021-02-17,0.051845184913377196,0.25152765110664266
2021-02-18,0.058075715809350587,0.16391100783826573
2021-02-19,0.06132312304825469,0.1385861503986563
2021-02-22,-0.04282003973630135,-0.0007356094907704502
2021-02-23,-0.14258323640621443,-0.22057139401613846
2021-02-24,0.07806201750175683,0.09814184544918803
2021-02-25,-0.08576814663529246,-0.023604759439770362
2021-02-26,-0.01847196930462667,-0.17989761722156494
2021-03-01,0.08715048790485076,0.058403548124376314
2021-03-02,0.0021122248484625092,-0.05402984119614107
2021-03-03,0.06430888292556505,-0.10172468821309177
2021-03-04,-0.036083995481255154,-0.11918851726511814
2021-03-05,0.02878786866175953,0.07025789379353853
2021-03-08,0.04065879531203237,0.11417114533998074
2021-03-09,0.04483416953489586,0.10956220251152615
2021-03-10,-0.0282521474547265,-0.058268908123975116
2021-03-11,0.027793292151755758,0.0004999055439771638
2021-03-12,-0.01689982843143382,0.004487635967061365
2021-03-15,0.015042496799591616,0.003079805348821907
2021-03-16,0.030051123297857037,-0.03338515484415083
2021-03-17,0.03437736294224818,0.0
2021-03-18,-0.008865212973811506,-0.042961016431971366
2021-03-19,0.03736964870345113,-0.04209419898629552
2021-03-22,-0.04882581968072918,-0.040449866332027185
2021-03-23,-0.001836176557731408,-0.023649577550314937
2021-03-24,-0.052265533774133136,-0.05117417600485119
2021-03-25,-0.01291160118581698,-0.022814716008749514
2021-03-26,0.07724076813608752,0.0
2021-03-29,0.03392076446517811,0.04266646506434402
2021-03-30,0.02833903708519324,0.03144150708937765
2021-03-31,0.016035809622312876,-0.007768207953396278
2021-04-01,0.04029598211109633,-0.007949885631036047
2021-04-05,0.052514964809330225,0.015718093584432324
2021-04-06,0.011749285137807326,-0.02849746837780298
2021-04-07,-0.08908070800709167,-0.007870175793071255
2021-04-08,0.07787650292381096,-0.012422519998557924
2021-04-09,0.024095818519892672,0.005609200830914318
2021-04-12,-0.011562248562868714,0.04555904949933076
2021-04-13,0.04630245480951218,0.11408132256506232
2021-04-14,0.03140305399773906,-0.060889523204422424
2021-04-15,0.05263239380111541,0.056801686539169616
2021-04-16,0.0171483930064739,-0.037838520198055114
2021-04-19,-0.058979419839662366,-0.07393795454241925
2021-04-20,0.02054891090087955,0.010062215126501073
2021-04-21,-0.05036773205521312,0.044349317065562666
2021-04-22,-0.09047097309310732,-0.09756624393100743
2021-04-23,-0.003895373604111984,-0.03797924806521635
2021-04-26,0.13763250073885488,0.0
2021-04-27,0.06200334198693257,0.06856267143729688
2021-04-28,0.004085129963543507,-0.04320940708578114
2021-04-29,-0.0053249455879340445,-0.015083558738864689
2021-04-30,0.055071435639634285,0.03390151270048669
2021-05-03,0.17719385758783535,-0.028806038026182534
2021-05-04,-0.09419962783160685,-0.037544783737274656
2021-05-05,0.054737490913217,-0.045892012441635543
2021-05-06,-0.03921799389100844,-0.053913807978640094
2021-05-07,0.002280448696919457,-0.03863777046228112
2021-05-10,-0.0251166262426894,0.061693525533005555
2021-05-11,0.06376205159819026,-0.002853025510071383
