ticker,Year,Percentage of Recurrence,Trapping Time,Laminarity,Recurrence Rate,Divergence,Max Vertical Length,Entropy of Vertical Structures,Mean Recurrence Time,Recurrence Time Entropy,Num Most Probable Recurrence Time
BAT-USD,2019,8.904634087,365,0.002739726,6.68E-07,0.002739726,77.97622037,0.736861907,0.089046341,0.736861907,110
BAT-USD,2020,5.04669157,366,0.00273224,3.77E-07,0.00273224,65.47595728,0.444154474,0.050466916,0.444154474,235
BAT-USD,2021,37.68111035,365,0.002739726,2.83E-06,0.002739726,344.7372098,2.573808323,0.376811104,2.573808323,330
BAT-USD,2022,27.98576186,365,0.002739726,2.10E-06,0.002739726,292.4845957,1.991293203,0.279857619,1.991293203,1
BAT-USD,2023,4.373881538,365,0.002739726,3.28E-07,0.002739726,39.07157877,0.393080759,0.043738815,0.393080759,52
BAT-USD,2024,1.936535147,60,0.016666667,5.38E-06,0.016666667,2.407267898,0.154856212,0.019365351,0.154856212,59
HOT2682-USD,2018,0.03199269,122,0.008196721,2.15E-08,0.008196721,0.069118002,0.004103719,0.000319927,0.004103719,2
HOT2682-USD,2019,0.043796891,365,0.002739726,3.29E-09,0.002739726,0.479814961,0.005942847,0.000437969,0.005942847,148
HOT2682-USD,2020,0.016373342,366,0.00273224,1.22E-09,0.00273224,0.119654995,0.002385467,0.000163733,0.002385467,228
HOT2682-USD,2021,0.553587355,365,0.002739726,4.16E-08,0.002739726,7.257303694,0.061049149,0.005535874,0.061049149,94
HOT2682-USD,2022,0.16365005,365,0.002739726,1.23E-08,0.002739726,1.591410944,0.020049879,0.001636501,0.020049879,1
HOT2682-USD,2023,0.044904158,365,0.002739726,3.37E-09,0.002739726,0.395668998,0.006097556,0.000449042,0.006097556,362
HOT2682-USD,2024,0.025635333,60,0.016666667,7.12E-08,0.016666667,0.041169995,0.003151207,0.000256353,0.003151207,59
KSM-USD,2019,30.85558301,20,0.05,0.000773323,0.05,10.01919687,1.276102504,0.30855583,1.276102504,4
KSM-USD,2020,1891.248585,366,0.00273224,0.000141185,0.00273224,19983.22127,54.92012861,18.91248585,54.92012861,365
KSM-USD,2021,13166.91886,365,0.002739726,0.000988329,0.002739726,105160.7167,128.2837854,131.6691886,128.2837854,133
KSM-USD,2022,7137.847173,365,0.002739726,0.000535778,0.002739726,74695.44956,111.4483641,71.37847173,111.4483641,3
KSM-USD,2023,792.5271422,365,0.002739726,5.95E-05,0.002739726,11367.91803,29.84341101,7.925271422,29.84341101,358
KSM-USD,2024,455.6473639,60,0.016666667,0.001266039,0.016666667,535.5753784,11.60649462,4.556473639,11.60649462,0
DASH-USD,2017,34803.0981,53,0.018867925,0.123942657,0.018867925,40072.20572,-667.7919288,348.030981,-667.7919288,41
DASH-USD,2018,25478.52378,365,0.002739726,0.001912457,0.002739726,345932.8307,65.85078632,254.7852378,65.85078632,6
DASH-USD,2019,3847.301666,365,0.002739726,0.000288784,0.002739726,30000.17663,84.55317762,38.47301666,84.55317762,175
DASH-USD,2020,1923.997606,366,0.00273224,0.00014363,0.00273224,18904.41123,55.25133557,19.23997606,55.25133557,42
DASH-USD,2021,7100.1979,365,0.002739726,0.000532952,0.002739726,90114.52395,110.8268355,71.001979,110.8268355,125
DASH-USD,2022,3400.32685,365,0.002739726,0.000255234,0.002739726,30934.94641,78.7144129,34.0032685,78.7144129,8
DASH-USD,2023,1494.29166,365,0.002739726,0.000112164,0.002739726,12282.73207,47.05814581,14.9429166,47.05814581,57
DASH-USD,2024,175.874453,60,0.016666667,0.000488676,0.016666667,274.4570541,6.102040657,1.75874453,6.102040657,0
MASK8536-USD,2021,500.83038,311,0.003215434,5.18E-05,0.003215434,6122.128715,20.40884622,5.0083038,20.40884622,0
MASK8536-USD,2022,236.6480403,365,0.002739726,1.78E-05,0.002739726,3927.24864,11.68817967,2.366480403,11.68817967,1
MASK8536-USD,2023,97.96743266,365,0.002739726,7.35E-06,0.002739726,1145.770327,5.721172346,0.979674327,5.721172346,87
MASK8536-USD,2024,42.63093066,60,0.016666667,0.000118452,0.016666667,65.06026411,2.076276493,0.426309307,2.076276493,5
XEM-USD,2017,34.02119357,53,0.018867925,0.000121158,0.018867925,30.62423098,1.704439169,0.340211936,1.704439169,50
XEM-USD,2018,28.75917622,365,0.002739726,2.16E-06,0.002739726,564.2142848,1.999657459,0.287591762,1.999657459,6
XEM-USD,2019,1.952471884,365,0.002739726,1.47E-07,0.002739726,16.07562592,0.190984222,0.019524719,0.190984222,176
XEM-USD,2020,6.002327994,366,0.00273224,4.48E-07,0.00273224,80.46824697,0.516143482,0.06002328,0.516143482,352
XEM-USD,2021,13.00246597,365,0.002739726,9.76E-07,0.002739726,201.1142824,1.016686932,0.13002466,1.016686932,61
XEM-USD,2022,3.36971867,365,0.002739726,2.53E-07,0.002739726,24.35681251,0.311765524,0.033697187,0.311765524,1
XEM-USD,2023,0.6778256,365,0.002739726,5.09E-08,0.002739726,10.4933671,0.073613631,0.006778256,0.073613631,57
XEM-USD,2024,0.329198286,60,0.016666667,9.15E-07,0.016666667,0.733167082,0.03202711,0.003291983,0.03202711,23
LRC-USD,2017,8.885958465,53,0.018867925,3.16E-05,0.018867925,11.22309959,0.564241006,0.088859585,0.564241006,52
LRC-USD,2018,35.85926413,365,0.002739726,2.69E-06,0.002739726,634.4169353,2.456737101,0.358592641,2.456737101,8
LRC-USD,2019,1.937054973,365,0.002739726,1.45E-07,0.002739726,21.68878908,0.190032797,0.01937055,0.190032797,96
LRC-USD,2020,8.108152961,366,0.00273224,6.05E-07,0.00273224,58.01928116,0.680708835,0.08108153,0.680708835,260
LRC-USD,2021,66.21245689,365,0.002739726,4.97E-06,0.002739726,956.9607129,4.044336295,0.662124569,4.044336295,328
LRC-USD,2022,38.23969921,365,0.002739726,2.87E-06,0.002739726,553.9517727,2.589829548,0.382396992,2.589829548,1
LRC-USD,2023,8.088348344,365,0.002739726,6.07E-07,0.002739726,68.38978535,0.677339274,0.080883483,0.677339274,48
LRC-USD,2024,2.167132121,60,0.016666667,6.02E-06,0.016666667,3.5575037,0.170487161,0.021671321,0.170487161,0
DESO-USD,2021,2605.110781,199,0.005025126,0.000657856,0.005025126,18321.75735,50.27396419,26.05110781,50.27396419,3
DESO-USD,2022,1943.584542,365,0.002739726,0.000145888,0.002739726,26350.66956,55.07181773,19.43584542,55.07181773,0
DESO-USD,2023,355.0652229,365,0.002739726,2.67E-05,0.002739726,10014.04295,15.20836735,3.550652229,15.20836735,364
DESO-USD,2024,318.9047725,60,0.016666667,0.000886093,0.016666667,473.0656605,9.111869287,3.189047725,9.111869287,16
AZERO-USD,2022,45.8408257,339,0.002949853,3.99E-06,0.002949853,638.3721938,2.96049855,0.458408257,2.96049855,77
AZERO-USD,2023,32.22934292,365,0.002739726,2.42E-06,0.002739726,273.3417972,2.256519085,0.322293429,2.256519085,349
AZERO-USD,2024,19.10253601,60,0.016666667,5.31E-05,0.016666667,30.9399966,1.087285125,0.19102536,1.087285125,3
PYUSD-USD,2023,17411.05203,131,0.007633588,0.010146301,0.007633588,1493918.349,-353.9171776,174.1105203,-353.9171776,0
PYUSD-USD,2024,0.085335477,60,0.016666667,2.37E-07,0.016666667,0.199840963,0.009389117,0.000853355,0.009389117,2
QTUM-USD,2017,1932.385611,53,0.018867925,0.006881715,0.018867925,2205.579562,17.78163837,19.32385611,17.78163837,40
QTUM-USD,2018,1390.075528,365,0.002739726,0.000104341,0.002739726,29421.07949,43.75005653,13.90075528,43.75005653,5
QTUM-USD,2019,80.03877129,365,0.002739726,6.01E-06,0.002739726,1139.576935,4.826846601,0.800387713,4.826846601,179
QTUM-USD,2020,63.52902825,366,0.00273224,4.74E-06,0.00273224,747.7804866,4.000538489,0.635290283,4.000538489,234
QTUM-USD,2021,527.6428586,365,0.002739726,3.96E-05,0.002739726,6090.069041,22.09608414,5.276428586,22.09608414,128
QTUM-USD,2022,218.1986881,365,0.002739726,1.64E-05,0.002739726,1785.049034,11.07991782,2.181986881,11.07991782,1
QTUM-USD,2023,48.96467458,365,0.002739726,3.68E-06,0.002739726,369.9963446,3.223298091,0.489646746,3.223298091,364
QTUM-USD,2024,25.66894515,60,0.016666667,7.13E-05,0.016666667,35.43528843,1.386985931,0.256689452,1.386985931,1
HBTC-USD,2020,590277.767,88,0.011363636,0.762337294,0.011363636,1066615.205,-25042.12904,5902.77767,-25042.12904,87
HBTC-USD,2021,1123910.971,365,0.002739726,0.0843625,0.002739726,7409930.324,-38827.96712,11239.10971,-38827.96712,311
HBTC-USD,2022,1133153.348,365,0.002739726,0.085056247,0.002739726,7067475.501,-39192.45835,11331.53348,-39192.45835,0
HBTC-USD,2023,713895.5899,365,0.002739726,0.05358611,0.002739726,7917432.516,-22042.77862,7138.955899,-22042.77862,343
HBTC-USD,2024,1279294.798,60,0.016666667,3.554584044,0.016666667,1124549.738,-68779.3222,12792.94798,-68779.3222,59
XCH-USD,2021,25232.29026,243,0.004115226,0.004273183,0.004115226,312126.1702,-59.47633477,252.3229026,-59.47633477,11
XCH-USD,2022,2124.296139,365,0.002739726,0.000159453,0.002739726,20027.96533,59.29060806,21.24296139,59.29060806,0
XCH-USD,2023,686.5265567,365,0.002739726,5.15E-05,0.002739726,5024.655931,26.98608848,6.865265567,26.98608848,28
XCH-USD,2024,325.4107846,60,0.016666667,0.00090417,0.016666667,404.493969,9.318806825,3.254107846,9.318806825,58
SSV-USD,2021,260.4592006,71,0.014084507,0.000516784,0.014084507,293.0864935,8.56512827,2.604592006,8.56512827,1
SSV-USD,2022,385.3719875,365,0.002739726,2.89E-05,0.002739726,3680.27071,17.28964972,3.853719875,17.28964972,92
SSV-USD,2023,880.0866138,365,0.002739726,6.61E-05,0.002739726,9813.830549,32.2231787,8.800866138,32.2231787,57
SSV-USD,2024,261.8968776,60,0.016666667,0.000727693,0.016666667,341.1947155,8.06482441,2.618968776,8.06482441,10
NTRN26680-USD,2023,21.18110978,199,0.005025126,5.35E-06,0.005025126,162.9919411,1.408990973,0.211811098,1.408990973,188
NTRN26680-USD,2024,29.14405104,60,0.016666667,8.10E-05,0.016666667,31.78567338,1.543533548,0.29144051,1.543533548,46
TRB-USD,2019,154.2183865,43,0.023255814,0.000834515,0.023255814,164.6492693,5.048161352,1.542183865,5.048161352,22
TRB-USD,2020,1394.557998,366,0.00273224,0.000104106,0.00273224,22097.43858,44.43080946,13.94557998,44.43080946,241
TRB-USD,2021,2068.338274,365,0.002739726,0.000155253,0.002739726,34451.36268,57.46010407,20.68338274,57.46010407,128
TRB-USD,2022,803.6902297,365,0.002739726,6.03E-05,0.002739726,9712.184511,29.92456056,8.036902297,29.92456056,233
TRB-USD,2023,3820.256122,365,0.002739726,0.000286754,0.002739726,82392.99475,79.02888574,38.20256122,79.02888574,363
TRB-USD,2024,1274.244936,60,0.016666667,0.003540553,0.016666667,3603.057304,17.66847189,12.74244936,17.66847189,0
SUPER8290-USD,2021,82.42348666,312,0.003205128,8.47E-06,0.003205128,923.595557,4.82956942,0.824234867,4.82956942,35
SUPER8290-USD,2022,31.96262091,365,0.002739726,2.40E-06,0.002739726,298.3249173,2.224958743,0.319626209,2.224958743,0
SUPER8290-USD,2023,10.99385501,365,0.002739726,8.25E-07,0.002739726,201.2375096,0.858220424,0.10993855,0.858220424,337
SUPER8290-USD,2024,24.6010888,60,0.016666667,6.84E-05,0.016666667,32.34547508,1.337047532,0.246010888,1.337047532,58
GLMR-USD,2022,209.2872592,355,0.002816901,1.66E-05,0.002816901,4098.191901,10.39745084,2.092872592,10.39745084,3
GLMR-USD,2023,10.74771227,365,0.002739726,8.07E-07,0.002739726,89.90612331,0.869653141,0.107477123,0.869653141,357
GLMR-USD,2024,4.19864656,60,0.016666667,1.17E-05,0.016666667,4.084413618,0.303944613,0.041986466,0.303944613,1
API3-USD,2020,33.49165456,30,0.033333333,0.000372543,0.033333333,21.9179244,1.479248015,0.334916546,1.479248015,0
API3-USD,2021,172.9455467,365,0.002739726,1.30E-05,0.002739726,1677.450287,9.133178847,1.729455467,9.133178847,104
API3-USD,2022,164.2121819,365,0.002739726,1.23E-05,0.002739726,1936.886038,8.747580979,1.642121819,8.747580979,59
API3-USD,2023,31.44869499,365,0.002739726,2.36E-06,0.002739726,245.538379,2.21065975,0.31448695,2.21065975,364
API3-USD,2024,109.727264,60,0.016666667,0.000304883,0.016666667,108.2430692,4.370815085,1.09727264,4.370815085,44
ETHW-USD,2022,2073.691544,146,0.006849315,0.000972879,0.006849315,11954.50491,37.47723965,20.73691544,37.47723965,0
ETHW-USD,2023,107.3853533,365,0.002739726,8.06E-06,0.002739726,816.1225204,6.236837188,1.073853533,6.236837188,32
ETHW-USD,2024,25.3746151,60,0.016666667,7.05E-05,0.016666667,37.91656756,1.371361318,0.253746151,1.371361318,0
SFP-USD,2021,82.49679102,327,0.003058104,7.72E-06,0.003058104,617.0162192,4.897748992,0.82496791,4.897748992,42
SFP-USD,2022,25.37232867,365,0.002739726,1.90E-06,0.002739726,363.5773482,1.824418208,0.253723287,1.824418208,1
SFP-USD,2023,12.41641464,365,0.002739726,9.32E-07,0.002739726,110.8531115,0.985554657,0.124164146,0.985554657,358
SFP-USD,2024,5.06158985,60,0.016666667,1.41E-05,0.016666667,5.10005331,0.356997387,0.050615899,0.356997387,56
MX-USD,2019,5.419572455,99,0.01010101,5.53E-06,0.01010101,8.262007371,0.40634498,0.054195725,0.40634498,35
MX-USD,2020,2.937037355,366,0.00273224,2.19E-07,0.00273224,21.79893684,0.274970107,0.029370374,0.274970107,29
MX-USD,2021,79.43208907,365,0.002739726,5.96E-06,0.002739726,902.8883755,4.81214668,0.794320891,4.81214668,334
MX-USD,2022,58.15832039,365,0.002739726,4.37E-06,0.002739726,506.3273677,3.722496736,0.581583204,3.722496736,91
MX-USD,2023,72.38422313,365,0.002739726,5.43E-06,0.002739726,546.2642289,4.454923949,0.723842231,4.454923949,0
MX-USD,2024,9.09110309,60,0.016666667,2.53E-05,0.016666667,12.80624461,0.584958238,0.090911031,0.584958238,39
WLD-USD,2022,0.306361039,300,0.003333333,3.40E-08,0.003333333,2.278676994,0.035026085,0.00306361,0.035026085,91
WLD-USD,2023,110.8260768,355,0.002816901,8.79E-06,0.002816901,1190.012609,6.31722064,1.108260768,6.31722064,340
WLD-USD,2024,191.3854016,60,0.016666667,0.000531774,0.016666667,292.56564,6.331558158,1.913854016,6.331558158,55
ILV-USD,2021,50587.88929,276,0.003623188,0.006641009,0.003623188,372943.6459,-330.8282884,505.8788929,-330.8282884,244
ILV-USD,2022,27884.78119,365,0.002739726,0.002093075,0.002739726,277525.9113,62.85462374,278.8478119,62.85462374,1
ILV-USD,2023,2218.561916,365,0.002739726,0.000166529,0.002739726,21198.1082,60.56603939,22.18561916,60.56603939,329
ILV-USD,2024,1370.835595,60,0.016666667,0.003808935,0.016666667,2249.144722,19.51538822,13.70835595,19.51538822,57
CVX-USD,2021,1231.408834,228,0.004385965,0.000236887,0.004385965,7912.918106,35.19478319,12.31408834,35.19478319,227
CVX-USD,2022,1206.569856,365,0.002739726,9.06E-05,0.002739726,13317.1888,40.20171285,12.06569856,40.20171285,0
CVX-USD,2023,130.6533999,365,0.002739726,9.81E-06,0.002739726,959.2915299,7.311827631,1.306533999,7.311827631,33
CVX-USD,2024,71.45360446,60,0.016666667,0.000198537,0.016666667,97.12541008,3.090486694,0.714536045,3.090486694,57
TRAC-USD,2018,9.420536617,341,0.002932551,8.10E-07,0.002932551,107.8492322,0.767553811,0.094205366,0.767553811,3
TRAC-USD,2019,1.155906993,365,0.002739726,8.68E-08,0.002739726,12.39016973,0.119026741,0.01155907,0.119026741,99
TRAC-USD,2020,8.250657646,366,0.00273224,6.16E-07,0.00273224,67.71316908,0.690151639,0.082506576,0.690151639,229
TRAC-USD,2021,48.62529241,365,0.002739726,3.65E-06,0.002739726,750.1207559,3.164087498,0.486252924,3.164087498,305
TRAC-USD,2022,24.41171043,365,0.002739726,1.83E-06,0.002739726,340.1434955,1.758571568,0.244117104,1.758571568,0
TRAC-USD,2023,10.58172032,365,0.002739726,7.94E-07,0.002739726,142.117827,0.852082732,0.105817203,0.852082732,364
TRAC-USD,2024,14.17549139,60,0.016666667,3.94E-05,0.016666667,20.07209563,0.843991539,0.141754914,0.843991539,56
ZRX-USD,2017,19.3647782,53,0.018867925,6.90E-05,0.018867925,29.23758197,1.070799588,0.193647782,1.070799588,52
ZRX-USD,2018,45.11916341,365,0.002739726,3.39E-06,0.002739726,536.0275594,2.988673965,0.451191634,2.988673965,12
ZRX-USD,2019,6.141724855,365,0.002739726,4.61E-07,0.002739726,41.53627336,0.531537907,0.061417249,0.531537907,91
ZRX-USD,2020,12.43136709,366,0.00273224,9.28E-07,0.00273224,144.1114348,0.984209884,0.124313671,0.984209884,236
ZRX-USD,2021,45.61093654,365,0.002739726,3.42E-06,0.002739726,435.1007754,3.0221339,0.456109365,3.0221339,102
ZRX-USD,2022,22.7244193,365,0.002739726,1.71E-06,0.002739726,244.405652,1.665989286,0.227244193,1.665989286,109
ZRX-USD,2023,7.498926151,365,0.002739726,5.63E-07,0.002739726,100.919709,0.628501265,0.074989262,0.628501265,318
ZRX-USD,2024,2.508293538,60,0.016666667,6.97E-06,0.016666667,2.937292486,0.194040921,0.025082935,0.194040921,26
TFUEL-USD,2019,0.440801536,279,0.003584229,5.66E-08,0.003584229,4.261988959,0.048496914,0.004408015,0.048496914,58
TFUEL-USD,2020,0.519241469,366,0.00273224,3.88E-08,0.00273224,10.26060963,0.057496019,0.005192415,0.057496019,360
TFUEL-USD,2021,13.75814579,365,0.002739726,1.03E-06,0.002739726,112.4932755,1.073322549,0.137581458,1.073322549,169
TFUEL-USD,2022,6.184108962,365,0.002739726,4.64E-07,0.002739726,46.60089742,0.533903399,0.06184109,0.533903399,46
TFUEL-USD,2023,0.966082577,365,0.002739726,7.25E-08,0.002739726,6.978219647,0.10151446,0.009660826,0.10151446,56
TFUEL-USD,2024,0.539858028,60,0.016666667,1.50E-06,0.016666667,1.758950803,0.049290008,0.00539858,0.049290008,58
BDX-USD,2019,1.309108829,208,0.004807692,3.03E-07,0.004807692,8.143337723,0.125685857,0.013091088,0.125685857,205
BDX-USD,2020,1.874197567,366,0.00273224,1.40E-07,0.00273224,18.66302067,0.18443668,0.018741976,0.18443668,2
BDX-USD,2021,2.729100491,365,0.002739726,2.05E-07,0.002739726,24.97999381,0.258203926,0.027291005,0.258203926,31
BDX-USD,2022,2.023922032,365,0.002739726,1.52E-07,0.002739726,13.68984304,0.19795042,0.02023922,0.19795042,126
BDX-USD,2023,0.902642802,365,0.002739726,6.78E-08,0.002739726,7.070346454,0.0954091,0.009026428,0.0954091,84
BDX-USD,2024,0.160642049,60,0.016666667,4.46E-07,0.016666667,0.29601698,0.016784267,0.00160642,0.016784267,12
ADF-USD,2023,178.5735493,213,0.004694836,3.94E-05,0.004694836,1091.558647,8.412382693,1.785735493,8.412382693,2
ADF-USD,2024,41.31165009,60,0.016666667,0.000114786,0.016666667,59.7737816,2.033698961,0.413116501,2.033698961,27
FLOKI-USD,2021,0.008986749,175,0.005714286,2.93E-09,0.005714286,0.039950998,0.001296646,8.99E-05,0.001296646,117
FLOKI-USD,2022,0.001736185,359,0.002785515,1.35E-10,0.002785515,0.033776001,0.000289907,1.74E-05,0.000289907,1
FLOKI-USD,2023,0.001102514,365,0.002739726,8.28E-11,0.002739726,0.009931,0.000190421,1.10E-05,0.000190421,46
FLOKI-USD,2024,0.000506278,60,0.016666667,1.41E-09,0.016666667,0.001477,8.15E-05,5.06E-06,8.15E-05,58
RAY-USD,2021,380.1219368,314,0.003184713,3.86E-05,0.003184713,2578.546691,16.64594595,3.801219368,16.64594595,203
RAY-USD,2022,154.3492359,365,0.002739726,1.16E-05,0.002739726,1934.035224,8.304258527,1.543492359,8.304258527,1
RAY-USD,2023,16.99042166,365,0.002739726,1.28E-06,0.002739726,576.3284484,1.24017472,0.169904217,1.24017472,356
RAY-USD,2024,13.49765179,60,0.016666667,3.75E-05,0.016666667,20.48123509,0.813447657,0.134976518,0.813447657,1
JASMY-USD,2021,84.56360882,324,0.00308642,8.06E-06,0.00308642,1181.26237,4.956796196,0.845636088,4.956796196,4
JASMY-USD,2022,1.663187114,365,0.002739726,1.25E-07,0.002739726,25.10948247,0.163609039,0.016631871,0.163609039,0
JASMY-USD,2023,0.131757153,365,0.002739726,9.89E-09,0.002739726,1.169318983,0.016460644,0.001317572,0.016460644,37
JASMY-USD,2024,0.339417046,60,0.016666667,9.43E-07,0.016666667,0.821623039,0.032394653,0.00339417,0.032394653,58
LYX-USD,2023,105.7501185,158,0.006329114,4.24E-05,0.006329114,394.2300096,5.252124797,1.057501185,5.252124797,129
LYX-USD,2024,160.9290811,60,0.016666667,0.000447149,0.016666667,152.7212925,5.772948815,1.609290811,5.772948815,16
JST-USD,2020,1.878642405,239,0.0041841,3.29E-07,0.0041841,12.75647354,0.176278485,0.018786424,0.176278485,97
JST-USD,2021,3.27049703,365,0.002739726,2.45E-07,0.002739726,38.77118691,0.30197248,0.03270497,0.30197248,104
JST-USD,2022,1.706622737,365,0.002739726,1.28E-07,0.002739726,17.39703902,0.169120286,0.017066227,0.169120286,90
JST-USD,2023,0.453000612,365,0.002739726,3.40E-08,0.002739726,4.806165183,0.050975938,0.004530006,0.050975938,304
JST-USD,2024,0.22709306,60,0.016666667,6.31E-07,0.016666667,0.316477096,0.023014333,0.002270931,0.023014333,51
