,Strategy Return,SPY Buy&Hold,DJIA Buy&Hold,Russell 2000 Buy&Hold,FTSE Buy&Hold,DAX Buy&Hold,NASDAQ Buy&Hold,CMC Buy&Hold
2019-10-02,-0.009403751218026613,-0.01782237087307692,-0.01878134410543275,-0.009283463950587212,-0.03284187885377854,-0.027996285219488826,-0.0157299949016938,-0.01240562943983825
2019-10-04,0.003963892433709944,0.013441204290312037,0.014123715103576018,0.009608199617539448,0.01093242177447351,0.007315543730692653,0.01390275640553007,0.007947013994944463
2019-10-07,0.018033779969456615,-0.004323826420825405,-0.0036078468024047794,-0.0019409189507797464,0.005922000485577783,0.007019462871239668,-0.003285098578386325,0.014703091101461396
2019-10-08,0.027473422362703188,-0.015646577629203406,-0.011929024071477556,-0.016961185058530504,-0.007628420681717429,-0.010572763332554302,-0.016795029447266074,-0.005986057382640908
2019-10-09,0.022764827239147113,0.009451419189752563,0.006930918391391927,0.004647600554966935,0.00325650781782727,0.010310696319891122,0.010168308553941685,0.048727850603913936
2019-10-10,0.025762553749943407,0.00674061235840373,0.00570223029461836,0.003980027326638158,0.002772946962689815,0.005766287191658392,0.005933915217918084,-0.004198532320001114
2019-10-11,-0.011469874617378435,0.01031401719891889,0.012001658250587965,0.01770999689675179,0.008411064976638016,0.028163013790651448,0.013276238218729475,-0.02895746077908612
2019-10-14,0.05157788024103138,-0.001114428746628704,-0.0010906088851037055,-0.004288546795817361,-0.00464713191677113,-0.0020074100327498456,-0.001041884887669653,0.01059561697659106
2019-10-15,-0.03227660721779194,0.009851492262209938,0.008824880715584627,0.011800458858557406,-0.0002634161762316012,0.011405480784597799,0.012355264352185813,-0.023970418166570973
2019-10-16,0.06553804974944306,-0.0016073221510195523,-0.0008447778427349562,0.0011547257536301814,-0.00606417855482988,0.0031873917298916865,-0.003014806039926654,-0.021524236205144653
2019-10-17,-0.008611445055785446,0.002944786597048221,0.0008847432267913291,0.010942694272219278,0.0019929631596902198,-0.0011972455531008563,0.004013255325414633,0.01372357392243373
2019-10-18,0.06809449149268408,-0.004386794015427853,-0.009505657865068073,-0.004133463219859301,-0.004423355906173043,-0.0016885579580758758,-0.008286203046843355,-0.015421977692703592
2019-10-21,-0.00254032961390808,0.006756424118717241,0.002143423257697563,0.01096556112711422,0.0018163786165885654,0.009011355281469235,0.009038678179388526,0.029018793981617108
2019-10-22,-0.002062270923875528,-0.0032722497545485396,-0.0014749781545795315,-0.000992523506989862,0.006802970291483135,0.0005278250537230633,-0.007215791223046608,-0.008052625394634028
2019-10-23,-0.10051394622615135,0.002905359022648213,0.0017101032709785358,0.001282321928508523,0.006660637987236484,0.003404707458271261,0.0019095356634544203,-0.07843887053306542
2019-10-24,0.022099200428616867,0.0016327712244494919,-0.0010596644606106764,-0.0028181263280426805,0.009267268925215788,0.005758359862912954,0.008096625373861244,0.0041707775907733335
2019-10-25,0.09875041515184815,0.004086704748141656,0.005674162000188332,0.0065782747929725716,-0.0005186455589818451,0.0017394730967126293,0.0069780052933214876,0.1262209778711556
2019-10-28,0.0047855271850075366,0.0056205228861854195,0.0049089144872223045,0.008445666888008851,0.0009279336871461652,0.0036538044902378886,0.010003048616786359,0.07944344904728418
2019-10-29,0.05013336502565298,-0.00029675948477514424,-0.0007111887244342086,0.003264463094732939,-0.003415863936130137,-0.00016149430869560888,-0.005919561828937603,0.0018228220444367338
2019-10-30,-0.03825235604088062,0.0030626352257039358,0.004247424139162348,-0.002679416196272655,0.0033476608801539243,-0.0022738747369608348,0.0032725603556240657,-0.02454686556520258
2019-10-31,0.01856621883784204,-0.002666939478483066,-0.0051798538094747215,-0.006634173955307077,-0.01130388243579361,-0.0033704803701759545,-0.0014003230244714615,-0.0032048211363768786
2019-11-01,-0.006326945209840918,0.009221260608924808,0.011072333470039553,0.01705744526168207,0.007422306489328179,0.007299114806757601,0.011276741367460374,0.005867654837544478
2019-11-04,0.006330689123687228,0.004009621444542866,0.004187238821174333,0.005064806657686383,0.009173978439362074,0.013429197675648652,0.005564927089039884,0.020113309315966887
2019-11-04,0.0030842717237531403,0.004009621444542866,0.004187238821174333,0.005064806657686383,0.009173978439362074,0.013429197675648652,0.005564927089039884,0.020113309315966887
2019-11-05,-0.010278501909688065,-0.0011068487589938059,0.0011107863446557786,0.0013825175915940235,0.0024935846145943685,0.0009297949091244817,0.00017542123865865733,0.0013544293572964605
2019-11-05,0.006631481468397649,-0.0011068487589938059,0.0011107863446557786,0.0013825175915940235,0.0024935846145943685,0.0009297949091244817,0.00017542123865865733,0.0013544293572964605
2019-11-06,-0.015032957296659023,0.00022810316421839616,-2.5575067841288046e-06,-0.006315149603295822,0.0011633702797197998,0.00238447271020803,-0.00285537299593841,0.000988512700067723
2019-11-06,0.017212229579858684,0.00022810316421839616,-2.5575067841288046e-06,-0.006315149603295822,0.0011633702797197998,0.00238447271020803,-0.00285537299593841,0.000988512700067723
2019-11-07,-0.015680954332787534,0.003510464998314866,0.006606837553604805,0.0027956099230195264,0.0013104969034127834,0.008279080519496773,0.0028363849873276337,-0.012612294848802996
2019-11-07,0.054388349769247224,0.003510464998314866,0.006606837553604805,0.0027956099230195264,0.0013104969034127834,0.008279080519496773,0.0028363849873276337,-0.012612294848802996
2019-11-08,-0.04086149590680214,0.0024632159997661773,0.00023265584156284547,0.00305056543908222,-0.006366083700498848,-0.004593140722358058,0.004824427016203003,-0.03876579808606273
2019-11-08,-0.0013171296079410588,0.0024632159997661773,0.00023265584156284547,0.00305056543908222,-0.006366083700498848,-0.004593140722358058,0.004824427016203003,-0.03876579808606273
2019-11-11,-0.02192722595813115,-0.0019115442668997673,0.0003702183378102575,-0.0025613286761743126,-0.004207537923765159,-0.0022847501858596075,-0.00130219191081693,-0.006315802970121354
2019-11-11,-0.07424041310854967,-0.0019115442668997673,0.0003702183378102575,-0.0025613286761743126,-0.004207537923765159,-0.0022847501858596075,-0.00130219191081693,-0.006315802970121354
2019-11-12,0.025946956817460027,0.002105689140194933,0.0,0.00021942799641028188,0.005022489625881477,0.006430052712248724,0.002573345855832798,0.0013763869685261554
2019-11-12,0.2007833820260454,0.002105689140194933,0.0,0.00021942799641028188,0.005022489625881477,0.006430052712248724,0.002573345855832798,0.0013763869685261554
2019-11-13,0.017254162593934128,0.0003236323685413822,0.0033203987758891884,-0.0037307717268051377,-0.0019297543377696513,-0.004031105971552762,-0.0004703194126367549,0.00268129760917013
2019-11-13,-0.11319217311473495,0.0003236323685413822,0.0033203987758891884,-0.0037307717268051377,-0.0019297543377696513,-0.004031105971552762,-0.0004703194126367549,0.00268129760917013
2019-11-14,-0.01845937920155887,0.0014545746727092634,-5.863007664075326e-05,-0.0002454489117331704,-0.00797605848565297,-0.003774277569011275,-0.0003631927979892424,-0.010707411369564213
2019-11-14,0.14418143491298907,0.0014545746727092634,-5.863007664075326e-05,-0.0002454489117331704,-0.00797605848565297,-0.003774277569011275,-0.0003631927979892424,-0.010707411369564213
2019-11-15,-0.03588364593623841,0.007210518858062009,0.007992237163660931,0.004809638770711722,0.0013839828814141697,0.004656701831491361,0.007263380116359741,-0.027546275477170923
2019-11-15,-0.02514992898219992,0.007210518858062009,0.007992237163660931,0.004809638770711722,0.0013839828814141697,0.004656701831491361,0.007263380116359741,-0.027546275477170923
2019-11-18,-0.0525761225110822,0.000737026485071901,0.0011181106386555228,-0.0025777725936322327,0.0006570973278829939,-0.0026269855117231344,0.0010661137157317313,-0.0195853753087194
2019-11-18,0.22372102401629856,0.000737026485071901,0.0011181106386555228,-0.0025777725936322327,0.0006570973278829939,-0.0026269855117231344,0.0010661137157317313,-0.0195853753087194
2019-11-19,-0.02297752067268108,-0.00028835981119357257,-0.0036519866641686605,0.0037297211714388823,0.0022006787919934823,0.0010678283303313663,0.0024204450742413286,-0.015307850006430535
2019-11-19,-0.053694595123973565,-0.00028835981119357257,-0.0036519866641686605,0.0037297211714388823,0.0022006787919934823,0.0010678283303313663,0.0024204450742413286,-0.015307850006430535
2019-11-20,-0.020011155938857147,-0.003725797740420589,-0.0040509235188324055,-0.004188258832353853,-0.008405170110936666,-0.0047750080158497354,-0.005138770603570819,-0.019288380198689836
2019-11-20,0.0240809682384433,-0.003725797740420589,-0.0040509235188324055,-0.004188258832353853,-0.008405170110936666,-0.0047750080158497354,-0.005138770603570819,-0.019288380198689836
2019-11-21,-0.06048085030273814,-0.0016098689190480187,-0.0019716993347014267,-0.004818057446200008,-0.003296291153530362,-0.0015545772534970581,-0.002409509717393732,-0.057930162105392924
2019-11-21,-0.040927751650371436,-0.0016098689190480187,-0.0019716993347014267,-0.004818057446200008,-0.003296291153530362,-0.0015545772534970581,-0.002409509717393732,-0.057930162105392924
2019-11-22,-0.07033749643020697,0.0022214227310506374,0.003929779633944364,0.003139074481597781,0.012111000822152107,0.0019907318167273758,0.0016057620907368175,-0.03845185797336548
2019-11-22,-0.13647621000780408,0.0022214227310506374,0.003929779633944364,0.003139074481597781,0.012111000822152107,0.0019907318167273758,0.0016057620907368175,-0.03845185797336548
2019-11-25,0.009572484819937194,0.007719934157516484,0.006823209625379079,0.020531226195824814,0.009441016915005207,0.006252900383195481,0.013130776538302413,-0.0186701280180408
2019-11-25,0.07698386120156053,0.007719934157516484,0.006823209625379079,0.020531226195824814,0.009441016915005207,0.006252900383195481,0.013130776538302413,-0.0186701280180408
2019-11-26,0.03128031230511885,0.0022632059757192735,0.00196514751805843,0.0014355287380984905,0.0009189958366171425,-0.0007574914556247592,0.0017869307925533207,-0.0034766359851436945
2019-11-26,0.005111765476579544,0.0022632059757192735,0.00196514751805843,0.0014355287380984905,0.0009189958366171425,-0.0007574914556247592,0.0017869307925533207,-0.0034766359851436945
2019-11-27,0.035911576132155704,0.004447760439570736,0.0015037686569634445,0.006058333832869245,0.0036000695809761396,0.003819290127134778,0.006598265068344489,0.04161279180361088
2019-11-27,0.18699110662536378,0.004447760439570736,0.0015037686569634445,0.006058333832869245,0.0036000695809761396,0.003819290127134778,0.006598265068344489,0.04161279180361088
2019-11-29,0.03625385696552347,-0.0037154801577843344,-0.004005663001734661,-0.00589210300821108,-0.009469741740089077,-0.0006948273991955745,-0.004572083537638605,0.020464344415642266
2019-11-29,0.15608023284707317,-0.0037154801577843344,-0.004005663001734661,-0.00589210300821108,-0.009469741740089077,-0.0006948273991955745,-0.004572083537638605,0.020464344415642266
2019-12-02,-0.006332736176434553,-0.008531193928287273,-0.009613174814223413,-0.010470160853510713,-0.008283049197100212,-0.020740377627383566,-0.011312937975990423,-0.050986002896324045
2019-12-02,-0.0019549597347925385,-0.008531193928287273,-0.009613174814223413,-0.010470160853510713,-0.008283049197100212,-0.020740377627383566,-0.011312937975990423,-0.050986002896324045
2019-12-03,0.02115180637696626,-0.006729168090257254,-0.010137527686095993,-0.0030838824594523473,-0.017598618258503507,0.0018964620208663518,-0.005541779235127109,0.0017941966861645398
2019-12-03,0.007967573291366215,-0.006729168090257254,-0.010137527686095993,-0.0030838824594523473,-0.017598618258503507,0.0018964620208663518,-0.005541779235127109,0.0017941966861645398
2019-12-04,-0.017062420746517648,0.006151241159844112,0.005329544751816684,0.007007592372954896,0.004140185002249552,0.011579240125138668,0.005387669087557612,-0.01800743416855255
2019-12-04,-0.06047997334618449,0.006151241159844112,0.005329544751816684,0.007007592372954896,0.004140185002249552,0.011579240125138668,0.005387669087557612,-0.01800743416855255
2019-12-05,0.01986795923368781,0.0017963041832897986,0.0010125067429669343,0.0005760355755750624,-0.0070639251185244945,-0.00654854762044188,0.000470349124077174,0.021373111453855564
2019-12-05,0.045120118679915056,0.0017963041832897986,0.0010125067429669343,0.0005760355755750624,-0.0070639251185244945,-0.00654854762044188,0.000470349124077174,0.021373111453855564
