date,Strategy Return,BITW Buy&Hold
2020-12-11,-0.03885701679356357,0.05556979733891643
2020-12-14,-0.025804525163863556,0.5209357233852523
2020-12-15,-0.018030217399933934,0.9918134263998832
2020-12-16,0.02980193201756398,2.055327890712878
2020-12-17,0.002876349962845026,0.82725002656498
2020-12-18,0.03259206850399221,0.2836814894708153
2020-12-21,-0.0012239866314170955,0.5422077284591644
2020-12-22,0.00908381696357874,0.687070096389875
2020-12-23,-0.06527764007554326,0.4987828417535982
2020-12-24,-0.015679319221731935,0.30636735197695586
2020-12-28,0.021686224881172222,0.32396474584986357
2020-12-29,-0.011142556704915374,0.21219270956964187
2020-12-30,-0.019399929811862227,0.13870398498334202
2020-12-31,-0.009652334529036688,0.07259132678440272
2021-01-04,0.0024269040297197897,-0.075541502093456
2021-01-05,0.06768378958683008,-0.2187799894120862
2021-01-06,0.23389607235556853,-0.029104572945181206
2021-01-07,0.25175910627584464,0.11726952620141007
2021-01-08,0.23550469518833816,0.28079891863445994
2021-01-11,0.0503838097097169,0.10146043842912977
2021-01-12,0.03107904263607275,0.114495675358262
2021-01-13,0.10583583848945244,0.06934118967727243
2021-01-14,0.16625886334667217,0.050341169457229995
2021-01-15,0.09628754407161444,-0.015537848818213296
2021-01-19,0.12496288733754857,-0.010648138498697612
2021-01-20,0.11605961551080268,-0.05406967813273267
2021-01-21,-0.09712827548475145,-0.18236529658030154
2021-01-22,0.006259011303977546,-0.14447580401305893
2021-01-25,-0.03479697988122621,-0.19432626478686044
2021-01-26,-0.007864029777764237,-0.22721547359084437
2021-01-27,-0.10974133486924331,-0.2631347615445948
2021-01-28,-0.053294561381334815,-0.18276944077314017
2021-01-29,-0.04073703226777137,-0.12266318092682416
2021-02-01,-0.0335399597236935,-0.15930902475426723
2021-02-02,0.009005345680347832,-0.028919474158347946
2021-02-03,0.06536155560108803,0.03217491797078953
2021-02-04,0.11727707992539282,0.005073836649571062
2021-02-05,0.23836774444962128,0.01680178550564415
2021-02-08,0.3049558775799126,0.1077622304853747
2021-02-09,0.37391571402193136,0.1509383165778071
2021-02-10,0.4001214564470741,0.11111500123736162
2021-02-11,0.5130160484275106,0.17185673752121766
2021-02-12,0.6078588915175032,0.15802569322755255
2021-02-16,0.6097644874826216,0.2193369442569011
2021-02-17,0.6756002337746054,0.5260339017533908
2021-02-18,0.791042656444654,0.7761676565851499
2021-02-19,0.877470801184844,1.0223198945738887
2021-02-22,0.8125937229210887,1.0208322568660662
2021-02-23,0.5540731271106114,0.5750944688963386
2021-02-24,0.689260386657202,0.7296771468306342
2021-02-25,0.5604487762477763,0.6888485338712287
2021-02-26,0.5127411904579504,0.3850287067796614
2021-03-01,0.6508040352767843,0.46591929750970995
2021-03-02,0.6631239155906572,0.38671591065890154
2021-03-02,0.6569573377655278,0.31179187022183896
2021-03-03,0.7517287303569435,0.17835025122305392
2021-03-03,0.8322118074273406,0.05848293931157045
2021-03-04,0.7684146447133509,-0.06767607277539978
2021-03-04,0.7417856242187633,-0.17879837927209175
2021-03-05,0.7949189323066328,-0.12110248301990867
2021-03-05,0.8359853462722631,-0.05935299461651666
2021-03-08,0.898132265331917,0.04804175134873856
2021-03-08,0.9662885226183429,0.16769787846434348
2021-03-09,1.0411620915406683,0.2956334298969332
2021-03-09,1.1592417721641177,0.4375858821240042
2021-03-10,1.1206200482267468,0.3538193224381969
2021-03-10,1.083742287945853,0.27493374872258336
2021-03-11,1.130019257359153,0.27557109517177336
2021-03-11,1.1969199042856475,0.2762087602339869
2021-03-12,1.1524953015990018,0.2819359205678915
2021-03-12,1.2225473554596893,0.28768878231250006
2021-03-15,1.229836247522476,0.291654613111884
2021-03-15,1.2378984751564484,0.2956326578981765
2021-03-16,1.3197191540215107,0.25237776099310727
2021-03-16,1.3970018754043338,0.21056693551898142
2021-03-17,1.5012492218032398,0.21056693551898142
2021-03-17,1.568079651640811,0.21056693551898142
2021-03-18,1.536175764659899,0.15855974951014917
2021-03-18,1.5415644731976754,0.10878684507402303
2021-03-19,1.6372957960643504,0.06211335098409032
2021-03-19,1.6874268774961512,0.017404540241764854
2021-03-22,1.5800338189731664,-0.023749337416612115
2021-03-22,1.4841310389394966,-0.06323854622466307
2021-03-23,1.5081545509527263,-0.0853925588718687
2021-03-23,1.4936044595973121,-0.10702263847892346
2021-03-24,1.3640995007832468,-0.15272001914575073
2021-03-24,1.262200862312505,-0.19607887401137303
2021-03-25,1.2424415411732461,-0.21442010619423768
2021-03-25,1.2342111727987954,-0.23234288837359973
2021-03-26,1.4222660392516118,-0.23234288837359973
2021-03-26,1.6000475857520389,-0.23234288837359973
2021-03-29,1.7099425234751142,-0.19958967303899666
2021-03-29,1.7837405214895585,-0.1654389937865749
2021-03-30,1.896383550650039,-0.13919913799319739
2021-03-30,1.971205965314684,-0.1121342615878681
2021-03-31,2.0356243488776524,-0.11903138727854923
2021-03-31,2.0352741440068907,-0.12587493466258448
2021-04-01,2.098733162687176,-0.1328241289592389
2021-04-05,2.176289345199272,-0.11919377746405857
2021-04-05,2.3077325632603434,-0.10534918282848837
2021-04-06,2.3024690067985487,-0.1308444662000091
2021-04-06,2.3505451667514623,-0.15561319853986677
2021-04-07,2.210615802838075,-0.16225867110470715
2021-04-07,1.9673430222850699,-0.1688518426322343
2021-04-08,2.146081597300643,-0.1791767972388999
2021-04-08,2.2996508477671065,-0.18937348989048008
2021-04-09,2.3367642898835683,-0.18482652299641256
2021-04-09,2.440766801487914,-0.18025405125186467
2021-04-12,2.3963825538555534,-0.14290720499597254
2021-04-12,2.3809964592741024,-0.10385887192286436
2021-04-13,2.4622668922535005,-0.0016259068268777987
2021-04-13,2.521162363173894,0.1122699301370067
2021-04-14,2.527741662734205,0.04454434441634825
2021-04-14,2.527445330922634,-0.01905746268103925
2021-04-15,2.682798468994779,0.03666172783669008
2021-04-15,2.831418430597936,0.09554586234842355
2021-04-16,2.896521129602989,0.05409202810805702
2021-04-16,2.8794557176154747,0.01420674561188151
2021-04-19,2.7185695004149,-0.06078162664178477
2021-04-19,2.5533980724509076,-0.13022551203654942
2021-04-20,2.62413226388113,-0.12147365402711885
2021-04-20,2.7260033510916806,-0.11263373293964085
2021-04-21,2.5766792929833824,-0.07327964500849615
2021-04-21,2.442710080415224,-0.03218023015386717
2021-04-22,2.161391795684509,-0.12660676989992647
2021-04-22,1.9655775672264517,-0.21182046683556077
2021-04-23,1.9603463589538892,-0.2417549328455394
2021-04-23,1.9332464317017153,-0.2705525103452253
2021-04-26,2.278180139737098,-0.2705525103452253
2021-04-26,2.765116785271196,-0.2705525103452253
2021-04-27,3.0192992308830933,-0.22053964178126395
2021-04-27,3.355111344192741,-0.16709775734231502
2021-04-28,3.366366258879677,-0.203086969407971
2021-04-28,3.3225207463105146,-0.23752110895878553
2021-04-29,3.3434598563382485,-0.24902200409895014
2021-04-29,3.3610009069780267,-0.2603494248117185
2021-04-30,3.628132000231674,-0.23527415144305075
2021-04-30,3.92538493247672,-0.20934878837580684
2021-05-03,4.666039463782791,-0.23212431724330063
2021-05-04,4.365140063612116,-0.260954043689513
2021-05-05,4.791562736387205,-0.29487034991145433
2021-05-06,4.738874572622289,-0.3328865744663738
2021-05-07,4.7287530385764045,-0.3586623498744481
2021-05-10,4.762843335720684,-0.3190959691811497
2021-05-11,5.070051072827956,-0.3210386057509862
2021-05-12,4.485296062501993,-0.3696857837072227
2021-05-13,4.381890346116988,-0.4216875119123876
2021-05-14,4.884813425207878,-0.359600713644856
2021-05-17,4.361752850730595,-0.3444426413945362
2021-05-18,4.518971650762732,-0.3629102817127088
2021-05-19,2.766924261242573,-0.37744527834357433
2021-05-20,3.2323541195839613,-0.3613723863575977
2021-05-21,2.6573994393931977,-0.372771581990882
2021-05-24,3.482689602892549,-0.31492531382612954
2021-05-25,3.588327186672527,-0.33770667694944767
2021-05-26,3.8870374723127865,-0.3203078538680547
2021-05-27,3.622499221129778,-0.3681550372947475
2021-05-28,3.054178017366956,-0.38744951244326153
2021-06-01,2.9831980622795413,-0.4171223005465665
2021-06-02,3.078706343776348,-0.4063149288787261
2021-06-03,3.252282287305558,-0.4129909468254308
2021-06-04,2.993571786176749,-0.40732845063587475
2021-06-07,2.7286667654149075,-0.42660402105427553
2021-06-08,2.718868667868808,-0.4915634828139642
2021-06-09,3.1259884771608055,-0.5085017738756199
2021-06-10,3.0543830075470657,-0.5512249399550311
2021-06-11,3.1235815074568167,-0.6102145896932151
2021-06-14,3.240108922937881,-0.6102145896932151
2021-06-15,3.2598612724590206,-0.574839848743744
2021-06-16,3.037040574285319,-0.5926813842075503
2021-06-17,3.0060168831818244,-0.6223698936011008
2021-06-18,2.7600410714122923,-0.6431968887096338
2021-06-21,2.3106342100923065,-0.6699219014895625
2021-06-22,2.396157981258904,-0.6887886420437255
2021-06-23,2.521023418532993,-0.6824464084164052
2021-06-24,2.6177660011723436,-0.6672581035085141
2021-06-25,2.287447128275445,-0.6803084919333424
2021-06-28,2.2669556075154875,-0.6638419765502649
2021-06-29,2.4001987876751936,-0.6383765729388826
2021-06-30,2.3208884608284257,-0.6392874497483796
2021-07-01,2.178693843099562,-0.652254137561155
2021-07-02,2.209311088673719,-0.6571984832654335
2021-07-06,2.2555001680722584,-0.6417351251870957
2021-07-07,2.219175861536882,-0.6150551366282433
2021-07-08,2.1248160916087517,-0.6345619301004688
2021-07-09,2.2111152733184753,-0.6381981736046447
2021-07-12,2.107778609213419,-0.6567561811958951
2021-07-13,2.064946935828985,-0.6613025234064984
